,coef,standard_error,p,ci_low,ci_high
Intercept,28.023247008198293,0.17012985984412365,0.0,27.689798610208964,28.356695406187622
elevation_m,-0.005151172021840111,0.00011244633355596566,0.0,-0.005371562785803381,-0.004930781257876841
