,coef,standard_error,p,ci_low,ci_high
Intercept,27.981334785642265,0.31033178177418774,0.0,27.373095670106714,28.589573901177815
elevation_m,-0.00524016107167297,0.0002149349427302051,2.7728012059735483e-131,-0.005661425818443351,-0.004818896324902589
