location_id,month,temperature_2m,precipitation,wind_speed_10m,relative_humidity_2m,surface_pressure,cloud_cover,shortwave_radiation,hours,country,latitude,longitude,elevation_m,elevation_km
in_doddabetta,5,15.313440860215055,4.012903225806451,1.4832123655913978,79.11155913978494,750.2900537634409,79.27956989247312,234.86693548387098,744,IN,11.4016,76.7358,2592.0,2.592
in_doddabetta,6,14.087083333333334,7.256666666666666,2.064861111111111,85.975,750.1879166666668,87.99166666666666,186.80833333333334,720,IN,11.4016,76.7358,2592.0,2.592
in_doddabetta,7,14.15241935483871,2.993548387096774,2.7054435483870964,81.90456989247312,749.8650537634409,91.78897849462365,203.2970430107527,744,IN,11.4016,76.7358,2592.0,2.592
in_doddabetta,8,13.72258064516129,3.9419354838709677,2.583763440860215,84.30779569892474,750.4254032258065,86.34543010752688,198.74193548387098,744,IN,11.4016,76.7358,2592.0,2.592
in_gangtok,1,10.209005376344086,3.1483870967741936,0.8052688172043011,79.31720430107526,853.5756720430109,48.89381720430107,134.81586021505376,744,IN,27.3389,88.6065,1487.0,1.487
in_gangtok,2,11.907589285714286,4.1535714285714285,0.7918005952380953,75.96428571428571,852.9473214285714,51.066964285714285,154.94791666666666,672,IN,27.3389,88.6065,1487.0,1.487
in_gangtok,3,13.300940860215054,12.432258064516127,0.8281720430107526,85.7486559139785,851.6786290322581,69.97849462365592,152.33198924731184,744,IN,27.3389,88.6065,1487.0,1.487
in_gangtok,4,15.491111111111111,11.106666666666667,0.8436944444444445,85.62916666666666,850.6531944444445,75.20833333333333,177.67083333333332,720,IN,27.3389,88.6065,1487.0,1.487
in_gangtok,5,17.181317204301074,10.20967741935484,0.8008333333333334,86.09677419354838,850.8130376344086,71.78897849462365,191.73790322580646,744,IN,27.3389,88.6065,1487.0,1.487
in_gangtok,6,19.596805555555555,24.296666666666667,0.7855833333333333,90.13055555555556,849.5513888888889,82.35416666666667,179.31527777777777,720,IN,27.3389,88.6065,1487.0,1.487
in_gangtok,7,19.983467741935485,28.17741935483871,0.7643010752688172,94.84811827956989,848.6081989247311,93.53629032258064,149.19489247311827,744,IN,27.3389,88.6065,1487.0,1.487
in_gangtok,8,20.09516129032258,30.26129032258065,0.7483198924731183,93.57795698924731,849.7275537634409,91.81182795698925,157.83602150537635,744,IN,27.3389,88.6065,1487.0,1.487
in_kanyakumari,1,25.75994623655914,0.14193548387096777,3.4314381720430105,67.00403225806451,1009.1990591397849,38.93279569892473,238.76478494623655,744,IN,8.0883,77.5385,33.0,0.033
in_kanyakumari,2,26.516964285714288,1.4785714285714284,3.138839285714286,68.6889880952381,1007.7252976190476,54.285714285714285,250.63392857142858,672,IN,8.0883,77.5385,33.0,0.033
in_kanyakumari,3,27.516129032258064,0.5483870967741935,1.9622446236559141,72.55645161290323,1006.654435483871,21.526881720430108,283.7069892473118,744,IN,8.0883,77.5385,33.0,0.033
in_kanyakumari,4,29.066666666666666,1.13,2.310416666666667,73.08194444444445,1005.3981944444444,48.920833333333334,283.1138888888889,720,IN,8.0883,77.5385,33.0,0.033
in_kanyakumari,5,27.518010752688173,3.732258064516129,3.7687634408602153,82.50940860215054,1004.5361559139785,75.9260752688172,224.08870967741936,744,IN,8.0883,77.5385,33.0,0.033
in_kanyakumari,6,26.606805555555557,2.4433333333333334,5.011180555555556,83.86111111111111,1006.0063888888889,84.51944444444445,233.1027777777778,720,IN,8.0883,77.5385,33.0,0.033
